CODE,DESCRIPTION
4615,EMAAN TRADERS - HYDERABAD
4616,ASB ASSOCIATES (SMC-PVT) LIMITED - MARKET RESAECH
4617,INNOVATIVE NETWORK PVT LTD - ERP SOFTWARE
4618,HARIS KHANANI - KARACHI
4619,MUSHATK AHEMD
4620,JHANZAIB SOOMRO
4621,EASTERN STEEL INDUSTRIES - SKP2
4622,FORESTRY AC - ADMINISTRATIVE EXPENSES & INCOME
4623,SABAHAT INVESTMENT IN BROSAR COLONY FARM
4624,ABDUL MANAF
4625,ERP SYSTEM (SOFTWARE) (INNOVATIVE)
4626,"GUANGZHOU FENG SHENG IMPORT AND EXPORT CO LTD, CHINA"
4627,JAMAN DAS
4628,HARESH KUMAR BROKER AND COM AGENT
4629,MACHINE HOME - SKP2 AIR COMP
4630,AKSIR BROKER
4631,LC/01/030/1006 HMB PETROGULF $103455 PMC
4632,LC/01/030/1009 HMB GUANGZHOU $39780 VARNISH
4633,LC + AP ALC/01/030/1017 LINYI TRADE $24000 OIL CYLINDER
4634,LC/01/030/1016 SHANGHAI CHANHO $11360 REFINER SEGMENT
4635,LC/01/030/1015 PETROGULF $207900 PMC 198MT
4636,"LC/01/030/1014 PETROGULF $305,910 PMC 297MT"
4637,GSM COMPANY (TILL HYBRID)
4638,BASHIRULLAH - KARACHI
4639,SALEH BARAN - GOLARCHI
4640,SHEERAZ ZAHOOR- GOLARCHI
4641,SHAKEEL AHMED ARAIN- GOLARCHI
4642,HAJI ACHAR BURGURI- GOLARCHI
4643,JAY SINGH TRADERS- GOLARCHI
4644,OSMAN CHANNG- GOLARCHI
4645,JEAY SUNBAK TRADERS- GOLARCHI
4646,NARESH KUMAR- GOLARCHI
4647,NARESH KUMAR TARAI - GOLARCHI
4648,MUHAMMAD BAKSH SUJAWAL- GOLARCHI
4649,AYAN TRADERS GOLARCHI
4650,SHAN TRADERS GOLARCHI
4651,SHEHZAD NIZMANI GOLARCHI
4652,HARESH KUMAR VISHNO-MAL- GOLARCHI
4653,ALI GOHAR LAGHARI- GOLARCHI
4654,SACHAL TRADERS GOLARCHI
4655,JARRAR ARAIN GOLARCHI
4656,KISHWAR THARI GOLARCHI
4657,JAY SHANKAR- GOLARCHI
4658,DR. KHALID MEHMOOD SHAH- GOLARCHI
4659,ABDUL RAZZAK JATOI - GOLARCHI
4660,HAJI ABDUL SHAKOOR- GOLARCHI
4661,ABDUL QAYOOM KHOSO- GOLARCHI
4662,IBRAR ARAIN GOLARCHI- GOLARCHI
4663,MUKESH KUMAR JATI- GOLARCHI
4664,LAL SHAHBAZ GOLARCHI- GOLARCHI
4665,CHAMAN TRADERS- GOLARCHI
4666,DARSHAN LAL - GOLARCHI
4668,MEHBOOB HUSSAIN SHAH- GOLARCHI
4669,BASHIR MANDHRO- GOLARCHI
4670,ANNAND PARKASH GOLARCHI
4671,SOORAJ TRADERS GOLARCHI
4672,KK TRADERS - GOLARCHI
4673,BASHIR AHMED KHARL- GOLARCHI
4674,YAR MUHAMMAD PATHAN- GOLARCHI
4675,KHALSA TRADERS - GOLARCHI
4676,GHULAM SOODHO - GOLARCHI
4677,MAZHAR CHADIO- GOLARCHI
4678,ABDUL ALEEM - GOLARCHI
4679,MORE AHMED SARIYO - GOLARCHI
4680,DILSHAD MEMON - GOLARCHI
4681,SAWAN SAGAR - GOLARCHI
4682,SAWERA TRADERS - GOLARCHI
4683,KAPIL KIRYANA - GOLARCHI
4685,AKRAM KHASKHELI - GOLARCHI
4686,YOUSAF ARAIN - GOLARCHI
4687,DEEPAK TRADERS  - GOLARCHI
4688,KAMRAN TRADERS  - GOLARCHI
4689,PREM CHAND - GOLARCHI
4690,SURESH KUMAR / MUNESH- GOLARCHI
4583,RAJA MAHESH KUMAR
4585,TILL HYBRID STOCK
4586,COST OF SALE TILL HYBRID
4588,SABAHAT PERSONAL AC - DRAWING & REMU MONTHLY
4589,"YASSER PROVISION STORES, TANZANIA"
4591,MOSACO-AF
4592,ABDUL SATTAR HINGORJO FARM - 53 ACRE
4594,ALI HASAN JOKHIO FARM - 135 ACRE
4595,ABDUL SATTAR HINGOTJO 2ND FARM - 23 AC
4696,ASLAM PATHAN - GOLARCHI
4464,"JF # 28960 UBAID AGRO SERVICES,KATI MAR CHOWK ARRA"
4465,"JF # 18130 ASGHAR TRADERS,QADER PUR RAWA"
4466,"JF # 34983 FAZAL UR REHMAN & COMPANY,SHADAN LUND"
4467,"JF # 17357 NABEEL & BROTHERS,HYDERABAD"
4468,"JF # 30129 WALEED ZARAI CORPORATION,GUJRANWALA"
4469,"JF # 30042 ASIM IRFAN BUTT & CO.,GUJRANWALA"
4472,LAYYAH GS-2 (LONG TERM LOAN & MBL IJARAH) RECVBLE
4473,GHARO - 1 (SULTAN JOKHIO) FARM - 40 ACRE(JUN)
4475,GUJU MITHAN FARM - LONG 85 ACRE (JUN)
4476,HONDA SOUTH (PVT) LTD
4477,NEW LIGHT HOUSE (PVT) LTD - SKP2 WELD
4478,NEW MALIK POLY (PVT) LTS - PP BAGS SKP2
4479,LIFCON STEEL INDUSTRY - MS BARS PQ SILO
4480,ZARA TRADER - HYDERABAD
4481,DEL AC - INTEK AUTOMATION - PP PLANT SPARE
4483,M.P.INDUSTRIES (PVT) LTD - SKP2 PIPES
4484,"NAM VIET JOINT STOCK COMPANY, VIETNAM"
4485,KRAVE MART - KARACHI
4486,ABID BROKER - KARACHI
4488,LC/01/030/942 HMBL CALCIUM CARBONATE $22848
4489,LC/01/030/948 HMBL PMC PETROGULF $65340
4491,CRESCENT AUTO COROPRATION - BEARINGS
4492,"VIET NHAT TECHNOLOGY NUTRITION JOINT STOCK COMPANY, VIETNAM"
4493,ALLAUDDIN & SONS (PUMPS & MACHINERY) MDF
4494,"ADM RICE, INC."
4495,INS STEEL INTERNATIONAL
4496,HAROON TRADERS - HYDERABAD
4497,ROOMI ENTERPRISES - KARACHI
4498,EQ TRADING - (CASH COUNT MACHINE)
4500,LC/01/030/961 HMB PMC PETROGULF $242550 198MT
4501,S.I.CHEMICALS (PP PLANT PUMPS)
4502,SUPRI STEAM
4503,GUJU  M.SHARIF JOKHIO FARM - 51 ACRE
4504,SAKRO ALI AHMED FARM- 26 ACRE
4507,HAFIZ ABDUL WAHEED & BROTHERS PVT LTD (SKP-1) MS TUBE
4508,NADIR BROKER
4509,ABDUL HAQ PIPE INDUSTRIES PVT LTD NTN# 1506765-3- SKP2
4511,PAF - PAKISTAN AGRO FORESTERY SERVICE (SABAHAT CASH AC)
4512,"MATRAH COLD STORES LLC, OMAN"
4513,ZAKARYA BABRA SAKRO FARM - 37 ACRE
4515,"SWISS SINGAPORE OVERSEAS ENTERPRISES PTE LTD, MOZAMBIQUE"
4517,LC/01/030/971 PMC $56925 HMB
4518,ROSHAN TRADERS - KARACHI
4520,MARIUM INTERNATIONAL PAKISTAN - WEIGH BRIDGE PARTS
4521,AMIR TRADERS - SKP2 PIPES
4522,SUPREME STEEL FORMING PVT LTD - SKP2
4523,PUNJAB RICE CORPORATION - HYDERABAD
4525,ABDUL-REHMAN
4526,ARSLAN
4527,MASHALLAH TRADERS - KARACHI
4528,ALFALAH ISLAMIC ROZANA AMDANI FUND
4530,LAL SHAHBAZ
4531,ENGLISH BISCUIT MANUFACTURERS PVT LTD - KARACHI
4532,MOHAMMAD SHAREEF FARM - 40 ACRE
4533,ABDUL SATTAR  FARM - 75 ACRE
4535,RICE HOUSE TRADING CO.
4536,MANHATTAN - FACEBOOK MARKET
4537,M.UMAR - KARACHI
4539,DUBAI PROPERTY 1- THE PULSE BEACH FRONT PHASE3 (VILLA #189)
4540,DUBAI PROPERTY 2 - EMAAR DOWNTOWN VIEWS II TOWER-1 (NO-1605)
4542,LC/01/030/983 HMB - SATAKE $19282 LYAH PLANT
4543,"JAYA FARM, SRI LANKA"
4545,"HAPIWAYS MANAGEMENT SERVICES PTE LTD, SRI LANKA"
4546,MOIN RICE TRADERS - NEW KARACHI
4548,JF#35337 SIDDHI VINAYAK PESTICIDE
4549,SHOUQAT ALI
4550,SHOUQAT ALI (SCRAP DEALER)
4552,HABIB KHANANI - KARACHI (MUGAHL AC)
4553,S S B BROKER
4554,REHMAN INTERNATIONAL - BELTS/BUCKETS PQ
4556,HUNAIN BROKER
4557,MUSTAFA ADHIA
4558,SUNEEL BROKER - KARACHI
4559,ANEES ENTERPRISES - KARACHI
4560,SIRAJ
4561,IDEAL IMPEX - WATERPROOFING PQ
4563,SSC CARGO SERVICE
4564,AZIZ SHAH  - 25 ACRE (1 YR FREE)
4565,LONG SATTAR - 41 ACRE
4567,GHULAM RASOOL GUJU - 53 ACRE
4568,NOOR MOHD SHEIKH - 22 ACRE
4569,RASHID BROKER
4571,ABDUL NISAR
4572,UK BROKER
4573,AMERLAL
4574,JAVEED KHAN
4575,NOVAL MAL
4576,YAQOOB BROKER - (MUGHAL) KARACHI
4578,SARDAR MUHAMMAD USMAN ALMANI FARM (KKPL RELATED)
4580,ASGHAR BROKER - MUGHAL
4581,KASHIF
4582,USMAN ARIAN
4451,BINTANG TRADING CORPORATION - SEED PACKING BAGS
4452,MINHA METAL DRAWING - PIPER DRYER GHARO RICE
4453,GUANGDONG HONG RICE GRAIN AND OIL IMPORT AND EXPORT CO LTD
4454,LULU HYPERMARKET L.L.C
4455,FORRUN LOGISTICS
4456,"CAPITAL REEF KENYA LIMITED, KENYA"
4457,"ASIA AGRICOM TRADING INC, PHILIPPINES"
4458,"JF # 35329 SHAHEEN FERTILIZER AGENCY,JACOBABAD"
4459,"JF # 35255 AGRI HOUSE,LIAQUAT PUR"
4460,"JF # 31119 AL NAQSHBAND TRADERS GRAIN,PAK PATTAN"
4461,"JF # 30483 ALI ZARAI TRADERS,AJNIAN WALA"
4596,HAJI GHULAM QASIM CHANDIO
4597,WAHEED BROKER - KARACHI
4343,LC/01/030/887 HMB GUANZHOU CHINA VARNISH COATING $32.4K
4344,"ZHANJIANG SUPERIOR GRAINS TRADING CO LTD, CHINA"
4345,RICE LAB PAKISTAN (PVT) LTD - INSPECTION AGENCY
4346,SINDH ABADGARS SUGAR MILLS LTD - BAGGASE
4347,HUSSAIN NADIR - KARACHI
4348,INTERNATIONAL TRADE LINKS - PACKING
4349,N M TRADERS (PVT) LTD - CRAFT PAPER
4351,NAHEED SUPER MARKET - KARACHI
4352,SULTANABAD UNIT-1 (AQUAHATCH) GUJJO FARM- 65 ACRE
4353,AQUA HATCH INTERNATIONAL PVT LTD (GS INVESTMENT 27%) JV
4355,"ANHUI BBCA INTERNATIONAL CO LTD, CHINA"
4357,"NANCHONG SHUNCHUAN IMPORT&EXPORT TRADING CO LTD, CHINA"
4358,AL-WAIZ CERTIFICATION & TRAINING SERVICES PVT LTD.
4359,MILLER INTERNATIONAL - SPARE PARTS RICE
4360,BROSAR COLONY FARM AC - 121 ACRE
4361,"FRONTIER METAL (SHANGHAI) CO LTD, CHINA"
4363,"AFCOM TRADING DMCC, MOZAMBIQUE"
4364,RAVI CONCRETE - PQ
4365,JAZAA CHEMIE
4366,MAGNA INTERNATIONAL - (GHARO CANTEEN SUPPLIER)
4367,DUMMAY SALE RTN AC - MUGHAL RICE
4369,AL MUFADDAL SUPPLY - MDF SS WELDING
4370,AEON PROCESS SOLUTIONS - MDF
4371,"QINGDAO DEFENG TRADING CO LTD, CHINA"
4372,UMRAH EXPENSES - HEAD OFFICE STAFF
4373,YELLOW PEAS SALE
4374,COST OF YELLOW PEAS
4376,HANI ASKARI - KARACHI
4377,LC/01/030/911 SILO 6 NOS HMB PQ ER655K
4379,"FUZHOU HEDONG GRAIN & OIL TRADE CO LTD, CHINA"
4380,ARMY WELFARE TRUST - BAGGASSE
4381,MATIARI SUGAR MILLS LTD - BAGGASSE
4382,CHOHAN RICE TRADER - SHAHDADPUR
4383,DARSHAN TRADERS - KARACHI
4385,SYSMAN SOLUTIONS (PVT) LTD - MUGHAL SOFTWARE
4386,AXIS INDUSTRIES - ELECTRONICS
4395,INDUSTRIAL AUTOMATION - LAHORE
4388,JF # 16514 PEHLANI FERTILIZER AGENCY
4389,JF # 34275 KK TRADERS AND RICE
4397,ANDERSON CONSULTING PVT LTD - PROPERTY VALUATOR
4392,JF # 30317 RANA BROTHERS SPRAY CENTRE
4398,MEMMON TRADERS - HYDERABAD
4399,RIVIERA RAHYAAR DEVELOPERS PVT LTD- FLATE AC-2022 (NATHIA GALI MUREE)
4400,NIZAR (EXPORT PARTY) LOAN AC
4403,DIGRI SUGAR MILLS LIMITED - BAGGASE PARTY
4404,JALANI SPRAY CENTER - DEPALPUR
4405,MEEZAN SAVING AC - 0106653497 (CF DEPT) -2022
4406,KZK INDUSTRIAL & COMMERCIAL CO - (LIFTER MACHINERY)
4407,"GUANGDONG ZHENGHE GRAIN CO LTD, CHINA"
4408,EZZI ENGINEERING (ELECTRICAL CABLE TRAYS MDF)
4409,EXCEL INTERNATIONAL TECHNICAL PVT LTD - SKF GREASE
4410,PETRO TRADE & INDUSTRY (TOTAL OIL)
4413,IBL LOGISTICS PVT LTD - LED LIGHTS
4414,SCBS (PVT) LTD - (AFLATOXIN TESTING EQUIPMENT)
4415,BISMA TRADER MATYARI C/O AR TRADERS HYDERABAD
4416,HAJI MOHAMMAD SAJAWAL TRADER HYDERABAD
4417,SASTA TRADERS - KARACHI
4418,MBL - LEASE LIABILITY VEHICLES (LT)
4419,INTEK AUTOMATION - PP PLANT SPARE
4420,HAMAD TRADERS - MDF CONVYER BELTS
4421,AZCORP ENGINEERING SERVICES - ELECTRICAL ITEMS
4422,PAKISTAN TRADERS
4425,YOUNAS SOOMRO
4427,ZULFIQAR
4429,PAK BROKER
4431,TULSI DAS PASRAM
4433,TULSI DAS ATTA CHAKI
4436,R T COMMMODITIES
4438,PARKASH KUMAR COM AGENT
4440,N. K TRADERS
4441,AMRELI STEELS LTD - STEEL BAR CONSTRUCTION
4442,BRAND PULLER PVT LTD - MUGHAL MARKETING STAFF
4444,LC/01/030/935 HMB PLASTIC CIRCULAR LOOM & BOBBIN $35700 CHINA
4445,LC/01/030/936 HMB CUTTING AND STITCHING MACHINE CHINA $10500
4447,HH COLD ROLLING & TUBE MILLS PVT LTD - SKP2 PIPES
4448,SALES RETURN MUGHAL STOCK AC
4449,NEW PUNJAB ENGINEERING WORKS - SILO PQ 2022  (CHAINS & ELEVT)
4450,SAIEN TRADERS - MDF PAINTED PIPES
4292,HARESH KUMAR
4294,AMER LAL (KHALSA BROKER)
4295,PARKASH KUMAR COM AGENT
4297,N. K TRADERS
4299,SUPER FINE SELA
4301,1121 WHITE
4304,SUPER BROWN SELA
4306,SUPER SINDH
4308,1509 STEAM
4310,1509 SELA
4313,1121 STEAM
4315,1121  BROWN
4317,SUPER CHANAB BROWN
4319,SUPER CHANAB BROWN SELA
4321,SPECIAL BASMATI
4323,DAILY TUKRA
4326,SHAH MURAD SUGAR MILLS LTD (BAGGASSE)
4327,ABDUL HAMEED TRADERS - HYDERABAD
4328,WM ENTERPRISES (TAPE)
4329,JF#33377-MASHA ALLAH JAMALI PESTICIDE-SAJJAWAL.
4330,HABIB SUGAR MILLS LTD - BAGGASSE
4331,LUCKY OIL COMPANY PVT LTD (HSD) MDF
4332,KHAIRPUR SUGAR MILLS LTD - BAGGASSE
4333,TAHERI STEELS - (MS PRDUCTS)
4335,LC/01/030/868 HMBL $179K PMC
4336,LC/01/030/876 HMB $138.6K PMC PETROGULF
4337,LC/01/030/880 HMB $22.5K CPI VIETNAM CALCIUM 54MT
4338,UNIQUE TRADERS
4339,M.R CORPORATION
4462,"JF # 23392 AHSAN ZARAI SERVICES,RAJAN PUR"
4463,"JF # 33065 AHMED BILAL ZARAI SERVICES,KOT ADDU"
4997,TAHIR FUMIGATION EXPERTS - BULK
4998,DHA QUETTA - COMMERCIAL
4999,"FORTUNA TRADING DMCC, GAMBIA"
5000,AS ENTERPRISES - PVC
5001,NIL
5003,K.B TECH - BEARINGS
5004,POWER SAVER INDUSTRIES - ABRASIVE
5005,TAHIR FUMIGATION EXPERTS - PHYTO & FUM
5006,"OCTO TRADING SA, TOGO"
5007,PMS FUMIGATION SERVICES
5008,ATEE & CO - GAS
5009,ASIF TRADING - SPARE PARTS
5010,AL MUNAWAR (DANISH) C/O ARIF ZAKARIA
5011,AMAN BROKER
5012,SHAHI SUPARI
5013,CONSULTANCY INCOME ($ IMPORT) DEALS
5014,ALLIED ENTERPRISES - SPARES
5015,"KTH EUROPA, BELGIUM"
5016,JAVED JILANI (IRRI-6)
5017,ITECKNOLOGI TRACKING SERVICE PVT LTD
5018,WORKSHOP AUTO- DHA
5019,GRAND MONARCH - FAUZI GARIB PROPERTY
5020,LC/01/030/1159 PMC PETGLF $227.7K 198MT
5021,LC/01/030/1160 PMC PETGLF $113.8K 99MT
5022,LC/01/030/1161 PMC PETGLF $283K 247MT
5023,"LC/01/030/1169 SHNGHICHNCO $11.6K R,SEG"
5024,LC - 1177 PMC 99MT $112.86K
5025,LC/01/030/1178 PMC PTRGLF $57K 49.5MT
5026,LC/01/030/1179 PMC PTRGLF $56.4K 49.5MT
5027,0054LCS230189 PMC PGLF $108.9K MCB PPMT
5028,0054LCS230195 PMC PGLF $113.8K MCB PPMT
5029,0054LCS230252 JA SOLAR $171K MCB
5030,BHARAT BROKER (WHEAT)
5031,SABAHAT (WHEAT)
5032,SOFTLENE INDUSTRIES (PVT) LTD - PP YARN
5033,MARKUP PAYABLE - BANK ISLAMI
5034,PMC - 3RD PARTY AC
5035,IMRAN PANWALA (LOCAL SALE)
5036,"GOLD CROWN BEVERAGES (KENYA) LIMITED, KENYA"
5038,NEXT TECH - COMPRESSOR
5039,SEA WORLD (SMC-PVT) LTD
5040,"PT HARUM SARI PERKASA, INDONESIA"
5041,WAH BRAND PVT LTD - KARACHI
5042,JAHNGIR SIKANDER & CO - GENERATOR
5043,LC/01/030/1185 PMC PTRGLF $258.4K 247.5M
5044,LC/01/030/1187 PMC PTRGLF $51K 49.5MT
5045,LC/01/030/1188 PMC PTRGLF $101K 99MT
5046,LC/01/030/1189 PMC PTRGLF $101K 99MT
5047,MASHA ALLAH BROKER
5048,ENVIROGREEN TRAINING & CONSULTANING
5049,SUPERIOR LOGISTIC SERVICES - IMPORT CF
5050,AH-BRIDGELINX SOLUTION PVT LTD - TRANSPORTER
5051,SOLAR PANELS - IMPORT 2023
5052,NAWABSONS - SOLAR IMPORT CF
5053,ACTIVE FREIGHT SERVICES PVT LTD
4611,MUSHTAQ NAVY - OMARA
5054,PROVISION FOR BAZAR PRIME - CLAIMS
5055,SCAN SHIPPING FRIEGHT AC
5056,RUV-CLEARING ACCOUNT
5057,ACTIVE FREIGHT
5064,BAHUM ASSOCIATES PVT LTD - SOLAR INVERTER LAY2
5065,MARHABA C/O ABDUL QADIR
5058,GOLDEN SHIPPING
5059,PAKLINK SHIPPING
5060,SEA WORLD
5061,CLUCKY'S CHICKEN - KARACHI
5062,NOOR RICE TRADER - KARACHI
5063,ALFAUZ SERVICES PVT LTD - TRAVEL GS 50% SHARE INVEST
5066,IMRAN MEMON TANDO ADAM
5067,"CARE TRADING INC, MOZAMBIQUE"
5068,DUBAI PROPERTY 4 - ARABIAN RANCHES -III
5069,LC/01/030/1199 CALCIUM CORB 56MT $17920
5070,LC/01/030/1214 PMC AW56 PETROGLF 99MT $103K
5071,LC/01/030/1215 PMC H101T PETROGLF 99MT $103K
5072,LC/01/030/1216 PMC FS153 PETROGLF 99MT $105K
5073,LC/01/030/1228 PMC FS153 PETROGLF 99MT $105K
5074,LC/01/030/1229 PMC FS153 PETROGLF 99MT $105K
5075,LC/01/030/1234 PMC F0554 PETROGLF 99MT $104K
5076,HIJAZ CERAMICS - GHARO MDF
5077,THE ZAINAB ENGINEERING - SKP2 BOILER
5078,USMAN ENTERPRISES - MDF PIPES
5079,PAK GHAROO C/O ZAHID SB
5080,ZAFAR IQBAL
5081,NASEEB ONLINE SERVICES PVT LTD - ROZEE HR
5082,DHA QUETTA PLOTS INSTALMENTS AC
5083,LC/01/030/1240 PMC PERTG 99MT $103.95K HMBL
5084,KUENHE+NAGEL - SHIPPING
5085,EFL PAKISTAN - SHIPPING
5086,UAB BALTIJOS - SHIPPING
5087,DUBAI INVESTMENT (PETROGULF - SOLAR) AC-2023
5088,CAROBARI PRIVATE LTD - RED BUS BRANDING
5089,HAROON TRADERS C/O ABDUL QADIR
5090,W.I.TAX PAID (DEDUCTED BY CUSTOMERS) RECEIVEABLE
5091,AHMED RAZA
5092,YAQOOB ABDUL REHMAN (WHEAT)
5093,AHMED TRADERS C/O ARIF ZAKARIA
5094,ACE INDUSTRIAL INC - PVC MDF
5095,CONT IMP- JAY-GARI 2305 MCB $427680 X2  SOLAR JUN-23 (5+5 CONT)
5096,AMROS PHARMACEUTICALS - KARACHI
5097,TRANSFER TO SKP-2 (KOT PINDIDAS)
5098,DELUXEPACKAGES PVT LTD - FLOUR BAGS
5099,NISA SHIPPING LINE - PULSE CF AGENT
5100,HAROON BROTHERS
5101,TARIQ ELECTRIC PVT LTD - LAY 2 ELCT PENALS
5102,GSJ -  PVT LTD - SEED SALE RECEIVABLES
5103,LC-1248 PMC 99MT $94K
5104,LC-1249 PMC 99MT $87K
5105,LC-1250 PMC 49.5MT $43.5K
5106,LC-1251 PMC 49.5MT $45.5K
5107,RP BROKER (CORN)
5108,RA ASSOCIATE - KARACHI
5109,BRIGHTO PAINT PVT LTD- MDF
5110,HATIMI ENTERPRISES - HARDWARES
5111,KANWAL INDUSTRIES C/O ABDUL QADIR
5112,LC - 0794 MCB SOLAR PANELS $303.5K (3100 PCS)
5113,LC - 0795 MCB SOLAR PANELS $303.5K (3100 PCS)
5114,LC - 0796 MCB SOLAR PANELS $303.5K (3100 PCS)
5115,DUBAI PROPERTY 5 - RIVANA
5116,BHM TRADERS
5117,WAHID LOGISTICS - TRANSPORT
5118,"ARVIN INTERNATIONAL MARKETING INC, PHILIPPINES"
4963,UNITY FOODS LIMITED
4964,SOLAR SALES RECEIPTS -2023 -1
4965,SIUT - KARACHI
4966,"NANCHANG LONG GRAIN GRAIN AND OIL CO LTD, CHINA"
4967,OB HOSPITALITY GROUP
4968,BAZAAR PRIME - RICE
4969,BAZAAR PRIME- WHEAT FLOUR
4970,FE25/RF/MM/EFS NBP
4971,1090/SLC/0139/23 BIP - SOLAR $227.7K
4972,1090/SLC/0140/23 BIP - SOLAR $227.7K
4973,0054LCS230136 MCB SOLAR $455.4K
4974,LC/01/030/1112 PMC PTROGULF $55.44K HMB
4975,LC/01/030/1113 PMC PTROGULF $110.88K HM
4976,LC/01/030/1114 PMC PTROGULF $110.88K HM
4977,NATIONAL ENTERPRISES
4978,RANGWALLA & SONS
4980,THE PROTECTORS
4981,NIDA NOMAN ZG AC
4982,ERF-II & I BANK ISLAMI
4983,LC/01/030/1141 PMC $148.5K PETRGLF
4984,MOIN PARACHA C/O AB.QADIR (HYD)
4985,PEGASUS SHIPPING & MARITIME PAKISTAN
4986,EXPORT SALE SESAMESEEDS (HYBRID TILL)
4987,INTERGLOBE LOGISTICS
4988,"JAMBOREE RICEMILL CORP, PHILIPPINES"
4989,"DANIA GENERAL TRADING FZE, DJIBOUTI"
4990,FAROOQ AZMAT & COMPANY - MDF
4991,RETAINTION AC $ - MCB
4992,LC/01/030/1148 S.STEEL LAYYHA $86560
4993,KHAN PETROLEUM SERVICES
4342,SGM SUGAR MILLS LTD - (BAGGASSE MDF)
4307,SUPER SINDH BROWN
4309,1509 STEAM SELA
4311,SUPER (50-15)
4312,SUPER (50-15) STEAM
4314,SUPER STEAM
4316,SUPER CHANAB STEAM
4318,SUPER BROWN SELA STEAM
4320,1121 SELA STEAM
4322,BADSHAHI TUKRA
4324,DARBAR
4325,RICE BRAN
4334,LC/01/030/839 UV CURTAINS MACHINES (HMB) $70K
4341,"GUANGDONG EVERGREEN FEED INDUSTRY CO LTD, CHINA"
4350,LC/01/030/895 FUJIAN KELI SEED $192334 HMBL
4354,"ADEN TRADING, AGYPT"
4356,"SHENZHEN ZHONGTAI LIANGYOU IMPORT & EXPORT CO LTD, CHINA"
4362,MANSOOR SALEEM - KARACHI
4368,LC/01/030/902 QINGDAO SUN CHEMICAL CHINA  SILICA GEL 22.5MT $24750
4375,PAK MADINA - HYDERABAD
4378,BANGLOW PURCHASE FAROOQ GB (GS AC) 2022
4384,"XIAMEN SUPPLY AND MARKETING, CHINA"
4396,SILO UNITS - (PQ)
4394,JF # 29696 MALIK MAQSOOD ZARI MARKEZ
4402,TARIQ MEHMOOD - HABIB TECH (GHARO DRYER ERECTION AC - 2022)
4411,RAKESH BROKER
4412,64 ACRES SULTANABAD LAND (FSL-MAY-2022)
4423,RK TRADERS
4424,SHAH AKIQE
4426,MA SHALLLAH COM.AGENT
4428,MASHALLAH COM.AGENT
4430,TULSI DAS DEEPAK
4432,GUL PERKASH
4434,M SHERAZ
4435,HARESH KUMAR
4437,AMER LAL (KHALSA BROKER)
4439,ABUL RAOUF MEMON
4443,LC/01/030/923 VINMAR 160MT PMC $222400 HMB
4446,MUKHTAR & SONS - KARACHI
4470,C-9 SELA
4471,"VIET PHUONG HA NAM CO LTD, VIETNAM"
4474,SAKRO - 1 MOLVI UMER FARM - (107+24) 131 ACRE
4482,DHA QUETTA PLOTS SALE AC
4487,LC/01/030/938 HMB PETROGULF PMC $68062
4490,LC/01/030/952 HMB PMC PETROGULF $192307 (148.5MT0
4499,LC/01/030/957 HMB PMC PETROGULF $251460 198MT
4505,SAKRO M.UMER-2 (BARI) FARM - 24.5 ACRE
4506,GSM BY PRODUCTS COMPANY
4510,MASTER PAINT INDUSTRIES (PVT) LTD NTN-0786473  SKP2
4514,MADNI TRADERS ABDUL RAZIK
4516,LC/01/030/963 PMC $227700 HMB
4519,SUPER CHANAB SELA
4524,QUETTA DHA PLOTS TRADING AC
4529,LAL SHAHBAZ
4534,RASOOL BUX FARM - 15 ACRE
4538,DUBAI PROPERTY 3- MU-R3493 MUDON AL RANIM 3
4541,LC/01/030/982 PETROGULF PMC $102960 HMB
4544,SALMAN BROKER
4547,JF#35734 ALI HYDAR KHAN PESTICIDE
4551,ASIF NAGORI
4555,KARACHI BOAT CLUB (MUGHAL AC)
4562,SULEMAN SAMAD CHOTANI
4566,SATTAR (THATTA CEMENT) - 60 ACRE (C/O JAM AHMED)
4570,SESAME SEED PLANT - PQ D67/69
4577,AJAB KHAN - (MUGHAL) KARACHI
4579,BASHIR AHMED KHARRAL - SEED AC
4584,TAUQEER (TILL HYBRID)
4587,FRIENDS & CO (SHAHID GARIB) INVESTMENT
4590,ALI NAWZ
4593,ABDUL SATTAR JOKHIO FARM - 60 ACRE
4667,ABDUL KAREEM BARAN- GOLARCHI
4684,JUMAN MALLAH - GOLARCHI
4699,RASHID MEMON - GOLARCHI
4897,SUPER PUNJAB BROWN
4900,PEAK CORPORATE SOLUTION- LOGISTIC SOFTWARE MDF
4903,CARE WELL - TRANSPORTER
4905,NABEEL CHAUDRY (MARINE HATCH) LOAN
4909,MA TECH - CCTV & PABX
4933,LC/01/030/1101 PMC PETROGULF $52470
4934,LC/01/030/1098 PMC PETROGULF $106.92
4935,LC/01/030/1106 PMC PETROGULF $52470
4936,LC/01/030/1107 PMC PETROGULF $26K
4937,LUCKY CORE INDUSTRIES LTD - LCI (PP)
955,PAK JAPAN TEXTILE PVT LTD - PP
4938,LENTILS IMPORT CONTACT # 786/S-11204-RL
4939,S.D. ENTERPRISES (C&F)
4940,ROOFLINE ENTERPRISES - LAHORE
4941,ZAFAR IQBAL - KARACHI
4942,KHANA GHAR - KARACHI
4943,BULWARK WASTE MANAGEMENT - MDF GHA
4944,PAK PANSY FUMIGATION SERVICES - PPFS
4945,RAUF UNIVERSAL SHIPPING (FREIGHT AC)
